,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
2492,Super built-up  Area,Ready To Move,Mico Layout,1140,2.0,2.0,43.0,2,105.90942,52623.4,496.871760793327,Tier 4
2493,Built-up  Area,Ready To Move,Kereguddadahalli,600,1.0,1.0,19.5,1,55.7418,23864.1,428.11857528820383,Tier 4
2494,Super built-up  Area,Not Ready,Hennur Road,1040,2.0,2.0,50.0,2,96.61912,61190.0,633.311501905627,Tier 3
2495,Super built-up  Area,Not Ready,Hennur Road,1030,2.0,1.0,46.5,2,95.69009,56906.7,594.6979462554586,Tier 3
2496,Super built-up  Area,Ready To Move,Kasavanhalli,1980,3.0,2.0,88.0,3,183.94794,107694.4,585.4612995394241,Tier 3
2497,Super built-up  Area,Ready To Move,Belatur,1275,2.0,2.0,59.0,2,118.451325,72204.2,609.5685295204592,Tier 3
2498,Super built-up  Area,Ready To Move,Marathahalli,1065,2.0,2.0,55.0,2,98.941695,67309.0,680.2895381972181,Tier 3
2499,Super built-up  Area,Ready To Move,Dasarahalli,1375,2.0,1.0,60.0,2,127.741625,73428.0,574.8165486387072,Tier 3
2500,Plot  Area,Ready To Move,Sarjapur,1600,3.0,1.0,75.0,3,148.6448,91785.0,617.4787143579863,Tier 3
2501,Plot  Area,Ready To Move,Sarjapur,1574Sq. Yards,3.0,1.0,76.0,3,,93008.8,,Tier 4
2502,Plot  Area,Ready To Move,Sarjapur,1200,3.0,2.0,78.0,3,111.4836,95456.4,856.2371505764077,Tier 2
2503,Super built-up  Area,Ready To Move,Attibele,695,1.0,1.0,25.0,2,64.567585,30595.0,473.8445769653612,Tier 4
2504,Super built-up  Area,Ready To Move,Attibele,850,1.0,1.0,25.0,2,78.96755,30595.0,387.4376246952071,Tier 4
2505,Super built-up  Area,Not Ready,Attibele,900,1.0,1.0,25.0,2,83.6127,30595.0,365.91331221214,Tier 4
2506,Super built-up  Area,Ready To Move,B Narayanapura,1020,2.0,2.0,60.0,2,94.76106,73428.0,774.8752493904142,Tier 2
2507,Super built-up  Area,Ready To Move,Varsova Layout,1088,2.0,2.0,43.5,2,101.078464,53235.299999999996,526.6730210700471,Tier 4
2508,Built-up  Area,Ready To Move,Vimanapura,1600,3.0,1.0,64.0,3,148.6448,78323.2,526.9151695854816,Tier 4
2509,Super built-up  Area,Ready To Move,Vimanapura,2500,3.0,3.0,75.0,3,232.2575,91785.0,395.1863771891112,Tier 4
2510,Built-up  Area,Ready To Move,Yelahanka,3042,4.0,0.0,131.0,4,282.610926,160317.8,567.2738923052111,Tier 3
2511,Plot  Area,Ready To Move,Yelahanka,1800,4.0,2.0,180.0,4,167.2254,220284.0,1317.287923963704,Tier 1
2512,Super built-up  Area,Ready To Move,OMBR Layout,2420,3.0,2.0,185.0,3,224.82526,226403.0,1007.0176278234928,Tier 1
2513,Super built-up  Area,Ready To Move,OMBR Layout,1730,3.0,1.0,93.0,3,160.72219,113813.4,708.137438893783,Tier 2
2514,Super built-up  Area,Ready To Move,Thanisandra,1343,2.0,2.0,75.0,2,124.768729,91785.0,735.6410595478616,Tier 2
2515,Super built-up  Area,Not Ready,1st Phase JP Nagar,1077,2.0,2.0,93.0,2,100.05653099999999,113813.4,1137.4909649825856,Tier 1
2516,Super built-up  Area,Not Ready,1st Phase JP Nagar,1590,3.0,3.0,131.0,3,147.71577,160317.8,1085.3126920707248,Tier 1
2517,Super built-up  Area,Not Ready,1st Phase JP Nagar,2077,3.0,3.0,175.0,3,192.959531,214165.0,1109.8959397864623,Tier 1
2518,Built-up  Area,Ready To Move,Daadys Gaarden Layout,1600,3.0,0.0,80.0,3,148.6448,97904.0,658.643961981852,Tier 3
2519,Built-up  Area,Ready To Move,Daadys Gaarden Layout,1740,3.0,2.0,55.0,3,161.65122,67309.0,416.3841138965731,Tier 4
2520,Super built-up  Area,Ready To Move,Daadys Gaarden Layout,1600,3.0,3.0,72.0,3,148.6448,88113.59999999999,592.7795657836667,Tier 3
2521,Super built-up  Area,Ready To Move,Hulimavu,1430,2.0,2.0,90.0,3,132.85129,110142.0,829.0623297673661,Tier 2
2523,Super built-up  Area,Ready To Move,Thanisandra,1200,2.0,3.0,60.0,2,111.4836,73428.0,658.643961981852,Tier 3
2524,Super built-up  Area,Ready To Move,Yelahanka,1180,2.0,3.0,42.0,2,109.62554,51399.6,468.8651932752167,Tier 4
2525,Super built-up  Area,Ready To Move,Rustam Bagh Layout,800,2.0,3.0,50.0,2,74.3224,61190.0,823.304952477315,Tier 2
2526,Super built-up  Area,Ready To Move,Vidyaranyapura,1200,2.0,2.0,60.5,2,111.4836,74039.9,664.1326616650341,Tier 3
2527,Super built-up  Area,Ready To Move,Akshayanagara West,1410,2.0,2.0,75.0,2,130.99323,91785.0,700.6850659381404,Tier 2
2528,Super built-up  Area,Ready To Move,Whitefield,1403,2.0,2.0,60.81,3,130.342909,74419.278,570.9499547842684,Tier 3
2529,Super built-up  Area,Ready To Move,Whitefield,1285,2.0,2.0,55.9,2,119.380355,68410.42,573.0458750939382,Tier 3
2530,Super built-up  Area,Ready To Move,Whitefield,1227,2.0,2.0,53.49,2,113.991981,65461.062,574.2602367792871,Tier 3
2531,Super built-up  Area,Ready To Move,Whitefield,1227,2.0,2.0,70.0,2,113.991981,85666.0,751.5090030762778,Tier 2
2532,Super built-up  Area,Ready To Move,Whitefield,1436,2.0,3.0,62.15,3,133.408708,76059.17,570.1214796263524,Tier 3
2533,Super built-up  Area,Ready To Move,Panathur,1861,3.0,3.0,92.0,3,172.892483,112589.59999999999,651.211655049225,Tier 3
2534,Super built-up  Area,Ready To Move,Panathur,980,2.0,1.0,57.0,2,91.04494,69756.59999999999,766.1776700605217,Tier 2
2535,Built-up  Area,Ready To Move,Basavanna Nagar,1645,3.0,2.0,95.0,3,152.825435,116261.0,760.7437858756954,Tier 2
2536,Built-up  Area,Ready To Move,Basavanna Nagar,1450,3.0,2.0,90.0,3,134.70935,110142.0,817.6269872878163,Tier 2
2537,Super built-up  Area,Ready To Move,Basavanna Nagar,1645,3.0,2.0,95.0,3,152.825435,116261.0,760.7437858756954,Tier 2
2538,Super built-up  Area,Ready To Move,Basavanna Nagar,1645,3.0,2.0,87.5,3,152.825435,107082.5,700.6850659381405,Tier 2
2539,Super built-up  Area,Ready To Move,Maithri Layout,1685,3.0,2.0,60.0,3,156.541555,73428.0,469.0639491858887,Tier 4
2540,Super built-up  Area,Ready To Move,Maithri Layout,1567,2.0,3.0,62.0,3,145.579001,75875.59999999999,521.1987956971898,Tier 4
2541,Built-up  Area,Ready To Move,Rajasree Layout,1310,3.0,3.0,90.0,3,121.70293,110142.0,905.0069706620868,Tier 1
2542,Super built-up  Area,Ready To Move,Rajasree Layout,1420,3.0,3.0,70.0,3,131.92226,85666.0,649.367286460981,Tier 3
2546,Built-up  Area,Not Ready,Electronic City,1020,2.0,1.0,29.45,2,94.76106,36040.909999999996,380.3346015757949,Tier 4
2547,Built-up  Area,Ready To Move,Electronic City,870,2.0,2.0,24.0,2,80.82561,29371.199999999997,363.3897721279183,Tier 4
2548,Built-up  Area,Ready To Move,Electronic City,750,2.0,1.0,19.5,2,69.67725,23864.1,342.49486023056306,Tier 4
2549,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,23.1,2,61.315979999999996,28269.780000000002,461.0507733872965,Tier 4
2550,Super built-up  Area,Ready To Move,Electronic City,880,1.0,1.0,16.5,2,81.75464,20192.7,246.99148574319454,Tier 4
2551,Super built-up  Area,Ready To Move,Electronic City,880,2.0,2.0,29.0,2,81.75464,35490.2,434.106247669857,Tier 4
2552,Super built-up  Area,Ready To Move,Electronic City,710,2.0,2.0,16.0,2,65.96113,19580.8,296.85361666787696,Tier 4
2554,Super built-up  Area,Ready To Move,Electronic City,1000,2.0,3.0,25.0,2,92.903,30595.0,329.321980990926,Tier 4
2556,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,18.0,2,61.315979999999996,22028.399999999998,359.260342899192,Tier 4
2557,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,15.0,2,61.315979999999996,18357.0,299.38361908266006,Tier 4
2558,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,16.0,2,61.315979999999996,19580.8,319.34252702150405,Tier 4
2559,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,15.5,2,61.315979999999996,18968.899999999998,309.36307305208203,Tier 4
2560,Super built-up  Area,Ready To Move,Electronic City,1210,2.0,2.0,25.0,2,112.41263,30595.0,272.16692643878184,Tier 4
2561,Super built-up  Area,Ready To Move,Electronic City,1200,2.0,1.0,20.0,2,111.4836,24476.0,219.54798732728403,Tier 4
2562,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,16.5,2,61.315979999999996,20192.7,329.3219809909261,Tier 4
2563,Super built-up  Area,Ready To Move,Electronic City,660,1.0,1.0,23.0,2,61.315979999999996,28147.399999999998,459.054882593412,Tier 4
2564,Super built-up  Area,Ready To Move,Electronic City,880,2.0,1.0,19.0,2,81.75464,23252.2,284.414438128527,Tier 4
2567,Built-up  Area,Ready To Move,Bellandur,1398,3.0,1.0,68.0,3,129.878394,83218.4,640.7409072212581,Tier 3
2568,Super built-up  Area,Ready To Move,Ramamurthy Nagar,360,1.0,1.0,26.0,1,33.44508,31818.8,951.3746117515641,Tier 1
2569,Super built-up  Area,Ready To Move,Ramamurthy Nagar,1000,2.0,1.0,41.0,3,92.903,50175.799999999996,540.0880488251186,Tier 4
2570,Super built-up  Area,Ready To Move,Sarjapur  Road,1150,2.0,2.0,77.0,2,106.83845,94232.59999999999,882.0101751756974,Tier 2
2571,Built-up  Area,Ready To Move,Electronic City,890,2.0,2.0,45.0,2,82.68367,55071.0,666.0444559367043,Tier 3
2572,Built-up  Area,Ready To Move,Electronic City,1150,2.0,2.0,35.0,2,106.83845,42833.0,400.9137159889534,Tier 4
2573,Super built-up  Area,Ready To Move,Electronic City,589,1.0,1.0,27.0,1,54.719867,33042.6,603.8501519018677,Tier 3
2574,Super built-up  Area,Ready To Move,Electronic City,1000,2.0,2.0,41.0,2,92.903,50175.799999999996,540.0880488251186,Tier 4
2575,Super built-up  Area,Ready To Move,Electronic City,919,2.0,2.0,40.0,2,85.377857,48952.0,573.3570942170637,Tier 3
2576,Super built-up  Area,Ready To Move,Electronic City,919,2.0,2.0,34.0,2,85.377857,41609.2,487.35353008450414,Tier 4
2577,Super built-up  Area,Ready To Move,Electronic City,919,2.0,2.0,35.0,2,85.377857,42833.0,501.68745743993077,Tier 4
2578,Super built-up  Area,Ready To Move,Electronic City,1159,2.0,3.0,38.0,3,107.674577,46504.4,431.8976799880997,Tier 4
2579,Super built-up  Area,Ready To Move,Electronic City,1160,2.0,2.0,42.0,3,107.76748,51399.6,476.9490759178928,Tier 4
2580,Super built-up  Area,Ready To Move,Electronic City,1160,2.0,2.0,42.0,3,107.76748,51399.6,476.9490759178928,Tier 4
2581,Super built-up  Area,Ready To Move,Electronic City,589,1.0,1.0,29.0,1,54.719867,35490.2,648.5797927834875,Tier 3
2582,Super built-up  Area,Ready To Move,Vijayanagar,1300,2.0,2.0,75.0,3,120.7739,91785.0,759.9738022867524,Tier 2
2583,Super built-up  Area,Ready To Move,Vijayanagar,1200,2.0,2.0,62.0,2,111.4836,75875.59999999999,680.5987607145804,Tier 3
2587,Super built-up  Area,Not Ready,Old Airport Road,2690,4.0,3.0,191.0,4,249.90906999999999,233745.8,935.3233958255297,Tier 1
2588,Super built-up  Area,Not Ready,Old Airport Road,2690,4.0,3.0,199.0,4,249.90906999999999,243536.19999999998,974.4992448653425,Tier 1
2589,Super built-up  Area,Not Ready,Old Airport Road,1655,2.0,1.0,97.65,2,153.754465,119504.07,777.239672356832,Tier 2
2590,Super built-up  Area,Not Ready,Old Airport Road,2690,4.0,3.0,191.0,4,249.90906999999999,233745.8,935.3233958255297,Tier 1
2591,Super built-up  Area,Not Ready,Old Airport Road,2658,5.0,3.0,187.0,4,246.936174,228850.6,926.7601270925985,Tier 1
2592,Super built-up  Area,Not Ready,Old Airport Road,2774,4.0,3.0,208.0,4,257.712922,254550.4,987.7285082352215,Tier 1
2593,Super built-up  Area,Not Ready,Old Airport Road,2774,4.0,3.0,208.0,4,257.712922,254550.4,987.7285082352215,Tier 1
2594,Super built-up  Area,Not Ready,Old Airport Road,2690,4.0,3.0,201.0,4,249.90906999999999,245983.8,984.2932071252956,Tier 1
2595,Super built-up  Area,Not Ready,Old Airport Road,2732,4.0,3.0,194.0,4,253.810996,237417.19999999998,935.4094335613419,Tier 1
2596,Super built-up  Area,Not Ready,Old Airport Road,2658,5.0,3.0,189.0,4,246.936174,231298.19999999998,936.6720001096315,Tier 1
2597,Super built-up  Area,Not Ready,Old Airport Road,2774,4.0,3.0,197.0,4,257.712922,241088.59999999998,935.4928659727818,Tier 1
2599,Super built-up  Area,Not Ready,Old Airport Road,2774,4.0,3.0,197.0,4,257.712922,241088.59999999998,935.4928659727818,Tier 1
2600,Super built-up  Area,Not Ready,Old Airport Road,2732,4.0,3.0,204.0,4,253.810996,249655.19999999998,983.6264146727511,Tier 1
2601,Super built-up  Area,Not Ready,Old Airport Road,2774,4.0,3.0,208.0,4,257.712922,254550.4,987.7285082352215,Tier 1
2603,Super built-up  Area,Ready To Move,Kaggadasapura,1325,2.0,2.0,50.0,2,123.096475,61190.0,497.0897826278129,Tier 4
2604,Super built-up  Area,Ready To Move,Kaggadasapura,1175,2.0,2.0,50.0,2,109.161025,61190.0,560.5480527505124,Tier 3
2605,Super built-up  Area,Ready To Move,Sadduguntepalya,1200,2.0,2.0,75.0,2,111.4836,91785.0,823.304952477315,Tier 2
2606,Super built-up  Area,Ready To Move,Basapura,1301,2.0,2.0,55.0,2,120.866803,67309.0,556.8857480246251,Tier 3
2607,Super built-up  Area,Ready To Move,Basapura,1294,2.0,2.0,52.0,3,120.216482,63637.6,529.3583620255998,Tier 4
2609,Super built-up  Area,Ready To Move,Magadi Road,750,2.0,1.0,27.0,2,69.67725,33042.6,474.2236526269334,Tier 4
2610,Built-up  Area,Ready To Move,Attibele,400,1.0,1.0,12.0,1,37.1612,14685.599999999999,395.18637718911117,Tier 4
2611,Built-up  Area,Ready To Move,Attibele,395,1.0,1.0,10.25,1,36.696685,12543.949999999999,341.8278790032396,Tier 4
2612,Built-up  Area,Ready To Move,Attibele,420,1.0,1.0,17.0,1,39.01926,20804.6,533.1879692234039,Tier 4
2613,Built-up  Area,Ready To Move,Attibele,418,1.0,1.0,12.0,1,38.833454,14685.599999999999,378.1687819991494,Tier 4
2614,Built-up  Area,Ready To Move,Attibele,450,1.0,1.0,12.5,1,41.80635,15297.5,365.91331221214,Tier 4
2615,Built-up  Area,Ready To Move,Attibele,520,1.0,1.0,15.0,1,48.30956,18357.0,379.9869011433762,Tier 4
2616,Carpet  Area,Ready To Move,Attibele,460,1.0,1.0,13.0,1,42.73538,15909.4,372.2770219897425,Tier 4
2617,Super built-up  Area,Ready To Move,Attibele,450,1.0,1.0,11.0,1,41.80635,13461.8,322.0037147466832,Tier 4
2618,Super built-up  Area,Ready To Move,Attibele,500,1.0,1.0,17.0,1,46.4515,20804.6,447.87789414765933,Tier 4
2619,Super built-up  Area,Ready To Move,Attibele,400,1.0,1.0,10.0,1,37.1612,12238.0,329.321980990926,Tier 4
2620,Super built-up  Area,Ready To Move,Attibele,418,2.0,1.0,11.5,1,38.833454,14073.699999999999,362.41174941585155,Tier 4
2621,Super built-up  Area,Ready To Move,Attibele,550,1.0,1.0,11.5,1,51.09665,14073.699999999999,275.4329295560472,Tier 4
2622,Built-up  Area,Ready To Move,Kodichikkanahalli,450,1.0,1.0,18.0,1,41.80635,22028.399999999998,526.9151695854815,Tier 4
2623,Super built-up  Area,Ready To Move,Kodichikkanahalli,1310,2.0,2.0,53.0,3,121.70293,64861.399999999994,532.9485493898956,Tier 4
2624,Built-up  Area,Ready To Move,Attibele,656,2.0,1.0,25.0,2,60.944368,30595.0,502.01521492519214,Tier 4
2625,Built-up  Area,Ready To Move,Attibele,400,1.0,1.0,11.0,1,37.1612,13461.8,362.25417909001857,Tier 4
2626,Built-up  Area,Ready To Move,Attibele,400,1.0,1.0,14.0,1,37.1612,17133.2,461.05077338729643,Tier 4
2627,Built-up  Area,Ready To Move,Attibele,400,1.0,1.0,11.5,1,37.1612,14073.699999999999,378.72027813956487,Tier 4
2628,Super built-up  Area,Ready To Move,Attibele,656,2.0,1.0,25.0,2,60.944368,30595.0,502.01521492519214,Tier 4
2629,Super built-up  Area,Ready To Move,Attibele,400,1.0,1.0,10.25,1,37.1612,12543.949999999999,337.5550305156991,Tier 4
2630,Super built-up  Area,Ready To Move,Attibele,656,2.0,1.0,25.0,2,60.944368,30595.0,502.01521492519214,Tier 4
2632,Super built-up  Area,Ready To Move,Yelenahalli,1159,2.0,1.0,60.0,2,107.674577,73428.0,681.943705244368,Tier 3
2633,Super built-up  Area,Ready To Move,Gottigere,1385,3.0,2.0,64.0,3,128.670655,78323.2,608.7106652251051,Tier 3
2634,Built-up  Area,Ready To Move,Whitefield,735,2.0,1.0,35.0,2,68.283705,42833.0,627.2799637922401,Tier 3
2635,Built-up  Area,Ready To Move,Whitefield,1435,3.0,2.0,45.0,3,133.315805,55071.0,413.08680542415806,Tier 4
2636,Built-up  Area,Ready To Move,Whitefield,1010,2.0,1.0,45.0,3,93.83203,55071.0,586.9104611719473,Tier 3
2637,Super built-up  Area,Ready To Move,Whitefield,805,2.0,2.0,35.0,2,74.786915,42833.0,572.7338799842192,Tier 3
2638,Super built-up  Area,Ready To Move,Whitefield,1430,3.0,2.0,52.0,3,132.85129,63637.6,479.013790532256,Tier 4
2639,Carpet  Area,Ready To Move,KR Puram,1005.03 - 1252.49,3.0,0.0,47.405,3,104.86519028,58014.239,553.2268510179258,Tier 3
2640,Carpet  Area,Ready To Move,KR Puram,866.28,2.0,0.0,36.38,2,80.48001083999999,44521.844000000005,553.2037525257372,Tier 3
2641,Super built-up  Area,Ready To Move,KR Puram,1155,2.0,2.0,42.74,2,107.302965,52305.212,487.45355731782433,Tier 4
2643,Super built-up  Area,Ready To Move,Kadabagere,675,1.0,1.0,15.0,2,62.709525,18357.0,292.73064976971204,Tier 4
2644,Super built-up  Area,Ready To Move,Kadabagere,675,2.0,2.0,13.5,2,62.709525,16521.3,263.4575847927408,Tier 4
2645,Built-up  Area,Ready To Move,Peenya,1870,3.0,3.0,110.0,3,173.72861,134618.0,774.8752493904142,Tier 2
2647,Super built-up  Area,Ready To Move,Geleyara Balaga Layout,700,1.0,1.0,26.0,2,65.0321,31818.8,489.27837175794724,Tier 4
2649,Built-up  Area,Ready To Move,Nagarbhavi,956,2.0,1.0,49.0,2,88.815268,59966.2,675.1789568433211,Tier 3
2650,Super built-up  Area,Ready To Move,Koramangala,1300,2.0,2.0,82.0,2,120.7739,100351.59999999999,830.9046905001825,Tier 2
2651,Super built-up  Area,Ready To Move,Hulimavu,1300,2.0,3.0,36.0,2,120.7739,44056.799999999996,364.7874250976411,Tier 4
2652,Super built-up  Area,Ready To Move,Kaggadasapura,1106,2.0,3.0,40.0,2,102.750718,48952.0,476.41516237385315,Tier 4
2653,Super built-up  Area,Ready To Move,7th Block Jayanagar,1707,3.0,2.0,171.0,3,158.585421,209269.8,1319.6030169759426,Tier 1
2654,Super built-up  Area,Ready To Move,Bandepalya,1125,2.0,1.0,48.0,2,104.515875,58742.399999999994,562.042847557847,Tier 3
2657,Plot  Area,Not Ready,Electronic City,4000,5.0,1.0,150.0,4,371.612,183570.0,493.982971486389,Tier 4
2659,Carpet  Area,Ready To Move,BTM 2nd Stage,950,2.0,1.0,52.0,2,88.25785,63637.6,721.0418110117116,Tier 2
2660,Super built-up  Area,Ready To Move,BTM 2nd Stage,1265,2.0,2.0,55.0,2,117.522295,67309.0,572.7338799842191,Tier 3
2661,Super built-up  Area,Ready To Move,BTM 2nd Stage,1265,2.0,3.0,55.0,3,117.522295,67309.0,572.7338799842191,Tier 3
2662,Super built-up  Area,Ready To Move,R.T. Nagar,1400,2.0,3.0,78.0,3,130.0642,95456.4,733.9175576369208,Tier 2
2663,Super built-up  Area,Ready To Move,Rustam Bagh Layout,1900,3.0,3.0,160.0,3,176.5157,195808.0,1109.2950938641718,Tier 1
2664,Built-up  Area,Ready To Move,Kereguddadahalli,1240,3.0,2.0,41.0,3,115.19972,50175.799999999996,435.55487808477307,Tier 4
2665,Built-up  Area,Ready To Move,Kereguddadahalli,1080,2.0,2.0,32.0,2,100.33524,39161.6,390.30753302628267,Tier 4
2666,Built-up  Area,Ready To Move,Kereguddadahalli,1105,2.0,2.0,27.6,2,102.657815,33776.88,329.0239520488528,Tier 4
2667,Carpet  Area,Ready To Move,Kereguddadahalli,1280,3.0,1.0,42.0,3,118.91584,51399.6,432.2351000505904,Tier 4
2668,Super built-up  Area,Ready To Move,Kereguddadahalli,1000,2.0,2.0,30.0,2,92.903,36714.0,395.1863771891112,Tier 4
2669,Super built-up  Area,Ready To Move,Kereguddadahalli,1000,2.0,1.0,34.0,2,92.903,41609.2,447.87789414765933,Tier 4
2670,Super built-up  Area,Ready To Move,Kereguddadahalli,1015,2.0,1.0,35.0,2,94.296545,42833.0,454.23721515989797,Tier 4
2671,Super built-up  Area,Ready To Move,Yelahanka,1300,2.0,2.0,69.23,2,120.7739,84723.674,701.5064844308249,Tier 2
2672,Super built-up  Area,Ready To Move,Sarjapur  Road,1230,2.0,3.0,94.5,2,114.27069,115649.09999999999,1012.0626732891872,Tier 1
2673,Super built-up  Area,Ready To Move,Akshaya Nagar,1551,2.0,2.0,60.0,3,144.092553,73428.0,509.5891388641021,Tier 4
2674,Super built-up  Area,Ready To Move,Akshaya Nagar,1300,2.0,1.0,54.0,2,120.7739,66085.2,547.1811376464617,Tier 4
2676,Super built-up  Area,Ready To Move,Bommanahalli,1050,2.0,2.0,46.0,2,97.54814999999999,56294.799999999996,577.0975666888609,Tier 3
2677,Super built-up  Area,Ready To Move,Bommanahalli,1020,2.0,2.0,55.0,2,94.76106,67309.0,710.302311941213,Tier 2
2678,Super built-up  Area,Ready To Move,Bommanahalli,1050,2.0,2.0,54.0,2,97.54814999999999,66085.2,677.4623608956192,Tier 3
2680,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1250,3.0,2.0,65.0,3,116.12875,79547.0,684.9897204611261,Tier 3
2681,Built-up  Area,Ready To Move,Panduranga Nagar,500,1.0,0.0,20.0,1,46.4515,24476.0,526.9151695854816,Tier 4
2682,Built-up  Area,Ready To Move,Ramamurthy Nagar,960,2.0,2.0,35.0,2,89.18688,42833.0,480.26122227843376,Tier 4
2683,Super built-up  Area,Ready To Move,Hormavu,1100,2.0,3.0,38.0,2,102.1933,46504.4,455.06310100564326,Tier 4
2684,Super built-up  Area,Ready To Move,Vijayanagar,1500,3.0,2.0,75.5,3,139.3545,92396.9,663.0349217283976,Tier 3
2685,Super built-up  Area,Ready To Move,Old Madras Road,1211,2.0,3.0,45.0,2,112.505533,55071.0,489.4959255026151,Tier 4
2686,Super built-up  Area,Ready To Move,CV Raman Nagar,1020,2.0,1.0,55.0,2,94.76106,67309.0,710.302311941213,Tier 2
2687,Super built-up  Area,Ready To Move,CV Raman Nagar,1040,2.0,1.0,50.0,2,96.61912,61190.0,633.311501905627,Tier 3
2688,Super built-up  Area,Not Ready,Uttarahalli,1308,2.0,3.0,53.0,3,121.517124,64861.399999999994,533.763455428718,Tier 4
2689,Super built-up  Area,Ready To Move,Kacharakanahalli,1400,3.0,3.0,69.0,3,130.0642,84442.2,649.2347625249685,Tier 3
2690,Built-up  Area,Ready To Move,Kalyan nagar,1086,2.0,2.0,44.5,2,100.892658,54459.1,539.772676025643,Tier 4
2691,Built-up  Area,Ready To Move,Munnekollal,1222,3.0,2.0,95.0,3,113.527466,116261.0,1024.0781732942053,Tier 1
2692,Plot  Area,Ready To Move,Hadosiddapura,1200,3.0,2.0,165.0,3,111.4836,201927.0,1811.2708954500931,Tier 1
2693,Built-up  Area,Ready To Move,Kanakpura Road,1260,3.0,3.0,63.58,3,117.05778,77809.204,664.7076682985104,Tier 3
2694,Built-up  Area,Ready To Move,Kanakpura Road,1250,3.0,3.0,62.6,3,116.12875,76609.88,659.697792321023,Tier 3
2695,Super built-up  Area,Ready To Move,Kanakpura Road,1550,3.0,3.0,67.0,3,143.99965,81994.59999999999,569.4083284230204,Tier 3
