,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
4641,Super built-up  Area,Not Ready,Electronic City,1152,2,1,64.5,2,107.024256,78935.1,737.5440199,Tier 2
7202,Super built-up  Area,Not Ready,Electronic City,1152,2,1,65,2,107.024256,79547,743.2614154,Tier 2
7357,Super built-up  Area,Not Ready,Electronic City,1152,2,1,65.75,2,107.024256,80464.85,751.8375087,Tier 2
10515,Super built-up  Area,Ready To Move,Glass Factory Layout,1152,2,1,42,2,107.024256,51399.6,480.2612223,Tier 4
6327,Super built-up  Area,Ready To Move,Harlur,1152,2,2,69,2,107.024256,84442.2,789.0005795,Tier 2
8213,Super built-up  Area,Not Ready,JP Nagar,1152,2,1,34.56,2,107.024256,42294.528,395.1863772,Tier 4
9602,Super built-up  Area,Ready To Move,Kadugodi,1152,2,2,61,2,107.024256,74651.8,697.5222514,Tier 2
5027,Super built-up  Area,Ready To Move,Kudlu,1152,2,1,53.5,2,107.024256,65473.3,611.7613189,Tier 3
10297,Super built-up  Area,Ready To Move,Mahadevpura,1152,2,1,54,2,107.024256,66085.2,617.4787144,Tier 3
5297,Super built-up  Area,Not Ready,Marathahalli,1152,2,1,56,2,107.024256,68532.8,640.3482964,Tier 3
8573,Super built-up  Area,Not Ready,Marathahalli,1152,2,1,90,2,107.024256,110142,1029.131191,Tier 1
4027,Plot  Area,Ready To Move,Margondanahalli,1152,1,0,66,2,107.024256,80770.8,754.6962064,Tier 2
10279,Super built-up  Area,Ready To Move,RMV Extension,1152,2,1,57,2,107.024256,69756.6,651.7830874,Tier 3
12350,Super built-up  Area,Ready To Move,TC Palaya,1152,2,2,55,2,107.024256,67309,628.9135054,Tier 3
4680,Super built-up  Area,Ready To Move,Budigere,1153,2,2,56.4,2,107.117159,69022.32,644.36287,Tier 3
5005,Super built-up  Area,Ready To Move,Budigere,1153,2,2,57,2,107.117159,69756.6,651.2177942,Tier 3
10071,Super built-up  Area,Ready To Move,Budigere,1153,2,2,56.7,2,107.117159,69389.46,647.7903321,Tier 3
11511,Super built-up  Area,Ready To Move,Budigere,1153,2,2,60,2,107.117159,73428,685.4924149,Tier 3
12620,Super built-up  Area,Ready To Move,Budigere,1153,2,2,56,2,107.117159,68532.8,639.7929206,Tier 3
12651,Super built-up  Area,Ready To Move,Budigere,1153,2,2,56.5,2,107.117159,69144.7,645.5053574,Tier 3
12690,Super built-up  Area,Ready To Move,Budigere,1153,2,2,58,2,107.117159,70980.4,662.6426677,Tier 3
12796,Super built-up  Area,Ready To Move,Budigere,1153,2,2,56.55,2,107.117159,69205.89,646.076601,Tier 3
13059,Super built-up  Area,Ready To Move,Budigere,1153,2,2,56.5,2,107.117159,69144.7,645.5053574,Tier 3
13288,Super built-up  Area,Ready To Move,Budigere,1153,2,2,60,2,107.117159,73428,685.4924149,Tier 3
7830,Super built-up  Area,Ready To Move,Dommasandra,1153,2,2,43.5,2,107.117159,53235.3,496.9820008,Tier 4
6212,Super built-up  Area,Ready To Move,Gottigere,1153,2,1,48.5,2,107.117159,59354.3,554.1063687,Tier 3
10640,Super built-up  Area,Ready To Move,Hennur Road,1153,2,1,43,2,107.117159,52623.4,491.269564,Tier 4
7338,Super built-up  Area,Ready To Move,Hormavu,1153,2,1,65,2,107.117159,79547,742.6167828,Tier 2
1257,Built-up  Area,Ready To Move,Narayanapura,1153,2,2,45,2,107.117159,55071,514.1193112,Tier 4
11740,Super built-up  Area,Ready To Move,Bannerghatta Road,1154,2,2,47,2,107.210062,57518.6,536.5037472,Tier 4
12684,Super built-up  Area,Ready To Move,Garudachar Palya,1154,2,1,51.8,2,107.210062,63392.84,591.2956192,Tier 3
2300,Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,1154,2,1,57,2,107.210062,69756.6,650.6534806,Tier 3
7631,Super built-up  Area,Ready To Move,Coffee Board Layout,1155,2,3,56,2,107.302965,68532.8,638.685054,Tier 3
7753,Super built-up  Area,Ready To Move,Dodda Nekkundi,1155,2,1,46,2,107.302965,56294.8,524.6341515,Tier 4
1926,Built-up  Area,Ready To Move,Electronic City Phase II,1155,2,1,57,2,107.302965,69756.6,650.0901443,Tier 3
10659,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,1155,2,1,65,2,107.302965,79547,741.3308663,Tier 2
13253,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,1155,2,1,64,2,107.302965,78323.2,729.925776,Tier 2
11741,Super built-up  Area,Ready To Move,Hennur,1155,2,2,54.5,2,107.302965,66697.1,621.5774187,Tier 3
11055,Super built-up  Area,Ready To Move,Hennur Road,1155,2,1,69.18,2,107.302965,84662.484,789.0041435,Tier 2
11520,Super built-up  Area,Ready To Move,Hennur Road,1155,2,1,69.18,2,107.302965,84662.484,789.0041435,Tier 2
13031,Super built-up  Area,Ready To Move,Hennur Road,1155,2,1,69.18,2,107.302965,84662.484,789.0041435,Tier 2
758,Built-up  Area,Ready To Move,Kamakshipalya,1155,2,0,60,3,107.302965,73428,684.305415,Tier 3
7993,Super built-up  Area,Not Ready,Kanakpura Road,1155,2,1,55.5,2,107.302965,67920.9,632.9825089,Tier 3
6305,Super built-up  Area,Ready To Move,Kengeri,1155,2,2,40.6,2,107.302965,49686.28,463.0466642,Tier 4
4876,Super built-up  Area,Ready To Move,KR Puram,1155,2,2,42.74,2,107.302965,52305.212,487.4535573,Tier 4
8631,Super built-up  Area,Ready To Move,Mysore Road,1155,2,1,51,2,107.302965,62413.8,581.6596028,Tier 3
5961,Super built-up  Area,Not Ready,Sarjapur  Road,1155,2,1,58,2,107.302965,70980.4,661.4952345,Tier 3
3182,Plot  Area,Ready To Move,Seegehalli,1155,2,0,72,2,107.302965,88113.6,821.1664981,Tier 2
6383,Super built-up  Area,Ready To Move,Uttarahalli,1155,2,2,40.42,2,107.302965,49465.996,460.9937479,Tier 4
9194,Super built-up  Area,Ready To Move,Uttarahalli,1155,2,1,40.6,2,107.302965,49686.28,463.0466642,Tier 4
9806,Super built-up  Area,Ready To Move,Uttarahalli,1155,2,2,40.43,2,107.302965,49478.234,461.1077988,Tier 4
1620,Built-up  Area,Not Ready,Varthur,1155,2,1,60,2,107.302965,73428,684.305415,Tier 3
10729,Super built-up  Area,Ready To Move,Varthur,1155,2,2,39,2,107.302965,47728.2,444.7985198,Tier 4
11787,Super built-up  Area,Ready To Move,Varthur,1155,2,2,39,2,107.302965,47728.2,444.7985198,Tier 4
11342,Super built-up  Area,Ready To Move,Venugopal Reddy Layout,1155,2,2,69,2,107.302965,84442.2,786.9512273,Tier 2
5016,Super built-up  Area,Ready To Move,Whitefield,1155,2,3,59.95,2,107.302965,73366.81,683.7351605,Tier 3
6030,Super built-up  Area,Ready To Move,Whitefield,1155,2,1,60,2,107.302965,73428,684.305415,Tier 3
8537,Super built-up  Area,Ready To Move,Whitefield,1155,2,2,55,2,107.302965,67309,627.2799638,Tier 3
10152,Super built-up  Area,Ready To Move,Whitefield,1155,2,1,39,2,107.302965,47728.2,444.7985198,Tier 4
10395,Super built-up  Area,Ready To Move,Coconut Grove Layout,1156,2,2,46,2,107.395868,56294.8,524.1803158,Tier 4
7179,Super built-up  Area,Not Ready,Electronic City,1156,2,2,44,3,107.395868,53847.2,501.3898673,Tier 4
8015,Super built-up  Area,Ready To Move,Electronic City,1156,2,2,42,2,107.395868,51399.6,478.5994187,Tier 4
5478,Super built-up  Area,Ready To Move,Horamavu Banaswadi,1156,2,2,46,2,107.395868,56294.8,524.1803158,Tier 4
9032,Super built-up  Area,Ready To Move,Horamavu Banaswadi,1156,2,2,46.9,2,107.395868,57396.22,534.4360176,Tier 4
5850,Super built-up  Area,Ready To Move,Kammasandra,1156,2,2,32,2,107.395868,39161.6,364.6471762,Tier 4
7568,Super built-up  Area,Ready To Move,KR Puram,1156,2,1,72,2,107.395868,88113.6,820.4561464,Tier 2
1862,Built-up  Area,Ready To Move,Marathahalli,1156,2,2,52,2,107.395868,63637.6,592.5516613,Tier 3
599,Built-up  Area,Ready To Move,Motappa Layout,1156,2,2,49.5,2,107.395868,60578.1,564.0636007,Tier 3
757,Built-up  Area,Ready To Move,Bannerghatta Road,1157,2,0,40,2,107.488771,48952,455.4150126,Tier 4
148,Built-up  Area,Ready To Move,Hennur Road,1157,2,1,84,2,107.488771,102799.2,956.3715265,Tier 1
13009,Super built-up  Area,Ready To Move,JP Nagar,1157,2,1,73,2,107.488771,89337.4,831.132398,Tier 2
10460,Super built-up  Area,Not Ready,Old Madras Road,1157,2,2,47.32,2,107.488771,57910.216,538.7559599,Tier 4
11878,Super built-up  Area,Not Ready,Old Madras Road,1157,2,2,47.32,2,107.488771,57910.216,538.7559599,Tier 4
5619,Super built-up  Area,Not Ready,Raja Rajeshwari Nagar,1157,2,1,53.8,2,107.488771,65840.44,612.533192,Tier 3
12848,Super built-up  Area,Not Ready,Raja Rajeshwari Nagar,1157,2,1,65,2,107.488771,79547,740.0493955,Tier 2
6885,Super built-up  Area,Not Ready,Sarjapur,1157,2,1,40,2,107.488771,48952,455.4150126,Tier 4
5498,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,75,3,107.488771,91785,853.9031486,Tier 2
6329,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,75,3,107.488771,91785,853.9031486,Tier 2
9366,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,53.99,3,107.488771,66072.962,614.6964133,Tier 3
9564,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,57.84,3,107.488771,70784.592,658.5301082,Tier 3
10334,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,74,3,107.488771,90561.2,842.5177733,Tier 2
11274,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,72,3,107.488771,88113.6,819.7470227,Tier 2
11957,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,75,3,107.488771,91785,853.9031486,Tier 2
12526,Super built-up  Area,Not Ready,Sarjapur  Road,1157,2,1,69,3,107.488771,84442.2,785.5908967,Tier 2
6887,Super built-up  Area,Ready To Move,Sonnenahalli,1157,2,1,42,2,107.488771,51399.6,478.1857632,Tier 4
10509,Super built-up  Area,Ready To Move,Kasavanhalli,1158,2,2,67,2,107.581674,81994.6,762.1614068,Tier 2
1240,Built-up  Area,Ready To Move,Maruthi Nagar,1158,2,3,75,2,107.581674,91785,853.1657539,Tier 2
2802,Plot  Area,Ready To Move,Sidedahalli,1158,2,2,85,3,107.581674,104023,966.9211877,Tier 1
12396,Super built-up  Area,Not Ready,Whitefield,1158,2,1,55,2,107.581674,67309,625.6548862,Tier 3
9766,Super built-up  Area,Ready To Move,Electronic City,1159,2,3,38,3,107.674577,46504.4,431.89768,Tier 4
7050,Super built-up  Area,Ready To Move,Yelenahalli,1159,2,1,60,2,107.674577,73428,681.9437052,Tier 3
11516,Super built-up  Area,Ready To Move,8th Phase JP Nagar,1160,2,1,95,2,107.76748,116261,1078.813386,Tier 1
104,Built-up  Area,Ready To Move,Ashwini layout,1160,2,1,55,2,107.76748,67309,624.5761708,Tier 3
8778,Super built-up  Area,Not Ready,Banashankari Stage VI,1160,2,1,59,2,107.76748,72204.2,669.9998924,Tier 3
13251,Super built-up  Area,Ready To Move,Bannerghatta Road,1160,2,2,45,2,107.76748,55071,511.0168671,Tier 4
4786,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,44,2,107.76748,53847.2,499.6609367,Tier 4
5501,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,44.08,2,107.76748,53945.104,500.5694111,Tier 4
6126,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,40.59,2,107.76748,49674.042,460.9372141,Tier 4
6303,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,36,2,107.76748,44056.8,408.8134936,Tier 4
6584,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,42,2,107.76748,51399.6,476.9490759,Tier 4
7399,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,42.92,2,107.76748,52525.496,487.3965319,Tier 4
7746,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,42,2,107.76748,51399.6,476.9490759,Tier 4
8203,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,42,2,107.76748,51399.6,476.9490759,Tier 4
9102,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,36.54,2,107.76748,44717.652,414.945696,Tier 4
9943,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,44,2,107.76748,53847.2,499.6609367,Tier 4
12661,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,36.54,2,107.76748,44717.652,414.945696,Tier 4
12932,Super built-up  Area,Ready To Move,Begur Road,1160,2,2,42,2,107.76748,51399.6,476.9490759,Tier 4
12775,Super built-up  Area,Ready To Move,Bommanahalli,1160,2,3,53,2,107.76748,64861.4,601.8643101,Tier 3
1705,Built-up  Area,Not Ready,Bommasandra Industrial Area,1160,2,1,33.51,2,107.76748,41009.538,380.537227,Tier 4
8411,Super built-up  Area,Ready To Move,Channasandra,1160,2,1,55,2,107.76748,67309,624.5761708,Tier 3
12879,Super built-up  Area,Ready To Move,Dasarahalli,1160,2,2,49,2,107.76748,59966.2,556.4405886,Tier 3
2238,Built-up  Area,Ready To Move,Doddakammanahalli,1160,2,3,55,2,107.76748,67309,624.5761708,Tier 3
998,Built-up  Area,Not Ready,Electronic City,1160,2,1,33.5,2,107.76748,40997.3,380.4236677,Tier 4
10985,Super built-up  Area,Ready To Move,Electronic City,1160,2,2,42,3,107.76748,51399.6,476.9490759,Tier 4
11366,Super built-up  Area,Ready To Move,Electronic City,1160,2,2,42,3,107.76748,51399.6,476.9490759,Tier 4
550,Built-up  Area,Not Ready,Electronic City Phase II,1160,2,1,33.5,2,107.76748,40997.3,380.4236677,Tier 4
1826,Built-up  Area,Not Ready,Electronic City Phase II,1160,2,1,33.51,2,107.76748,41009.538,380.537227,Tier 4
1876,Built-up  Area,Not Ready,Electronic City Phase II,1160,2,1,33.51,2,107.76748,41009.538,380.537227,Tier 4
8181,Super built-up  Area,Not Ready,Electronic City Phase II,1160,2,1,33.5,2,107.76748,40997.3,380.4236677,Tier 4
10979,Super built-up  Area,Not Ready,Electronic City Phase II,1160,2,1,52.2,2,107.76748,63882.36,592.7795658,Tier 3
11842,Super built-up  Area,Not Ready,Electronic City Phase II,1160,2,1,33.5,2,107.76748,40997.3,380.4236677,Tier 4
5602,Super built-up  Area,Not Ready,Electronics City Phase 1,1160,2,1,52,2,107.76748,63637.6,590.5083797,Tier 3
9237,Super built-up  Area,Ready To Move,Hennur,1160,2,1,49,2,107.76748,59966.2,556.4405886,Tier 3
10639,Super built-up  Area,Ready To Move,Hoodi Layout,1160,2,2,75,2,107.76748,91785,851.6947784,Tier 2
6663,Super built-up  Area,Ready To Move,JCR Layout,1160,2,1,41.75,2,107.76748,51093.65,474.1100933,Tier 4
10866,Super built-up  Area,Ready To Move,JCR Layout,1160,2,1,40.53,2,107.76748,49600.614,460.2558583,Tier 4
12380,Super built-up  Area,Ready To Move,kadubisnahalli,1160,2,2,57,2,107.76748,69756.6,647.2880316,Tier 3
408,Built-up  Area,Ready To Move,Kammanahalli,1160,2,1,52,2,107.76748,63637.6,590.5083797,Tier 3
6869,Super built-up  Area,Ready To Move,Kanakapura,1160,2,1,46.39,2,107.76748,56772.082,526.8016103,Tier 4
5001,Super built-up  Area,Ready To Move,Kengeri,1160,2,2,40.61,2,107.76748,49698.518,461.1643327,Tier 4
6156,Super built-up  Area,Ready To Move,Kengeri,1160,2,2,40.6,3,107.76748,49686.28,461.0507734,Tier 4
12360,Super built-up  Area,Ready To Move,Kengeri,1160,2,2,40.6,2,107.76748,49686.28,461.0507734,Tier 4
11337,Super built-up  Area,Ready To Move,Kothanur,1160,2,2,57,2,107.76748,69756.6,647.2880316,Tier 3
4437,Plot  Area,Ready To Move,Margondanahalli,1160,2,1,65,2,107.76748,79547,738.1354746,Tier 2
8180,Super built-up  Area,Ready To Move,Old Madras Road,1160,2,1,42,2,107.76748,51399.6,476.9490759,Tier 4
6444,Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160,2,1,46.39,2,107.76748,56772.082,526.8016103,Tier 4
9430,Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160,2,2,46.39,2,107.76748,56772.082,526.8016103,Tier 4
10021,Super built-up  Area,Ready To Move,Poorna Pragna Layout,1160,2,1,46.39,2,107.76748,56772.082,526.8016103,Tier 4
4954,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,1160,2,2,52.2,2,107.76748,63882.36,592.7795658,Tier 3
9905,Super built-up  Area,Not Ready,Raja Rajeshwari Nagar,1160,2,1,70,2,107.76748,85666,794.9151265,Tier 2
3135,Plot  Area,Ready To Move,Rajaji Nagar,1160,1,0,163,2,107.76748,199479.4,1851.016652,Tier 1
7863,Super built-up  Area,Ready To Move,Sahakara Nagar,1160,2,1,55,2,107.76748,67309,624.5761708,Tier 3
4503,Plot  Area,Ready To Move,Ulsoor,1160,2,1,130,2,107.76748,159094,1476.270949,Tier 1
1132,Built-up  Area,Ready To Move,Uttarahalli,1160,2,2,45,2,107.76748,55071,511.0168671,Tier 4
9125,Super built-up  Area,Ready To Move,Uttarahalli,1160,2,2,40.6,2,107.76748,49686.28,461.0507734,Tier 4
12488,Super built-up  Area,Ready To Move,Uttarahalli,1160,2,2,40.58,2,107.76748,49661.804,460.8236548,Tier 4
10,Built-up  Area,Ready To Move,Varthur,1160,2,2,44,2,107.76748,53847.2,499.6609367,Tier 4
11136,Super built-up  Area,Ready To Move,Whitefield,1160,2,1,67,2,107.76748,81994.6,760.8473354,Tier 2
11234,Super built-up  Area,Not Ready,Whitefield,1160,2,2,39,2,107.76748,47728.2,442.8812848,Tier 4
12773,Super built-up  Area,Ready To Move,Yelenahalli,1160,2,2,44.08,2,107.76748,53945.104,500.5694111,Tier 4
12748,Super built-up  Area,Ready To Move,Yeshwanthpur,1160,2,2,64.08,2,107.76748,78421.104,727.6880187,Tier 2
5183,Super built-up  Area,Not Ready,Hosa Road,1161,2,1,55.15,2,107.860383,67492.57,625.7401293,Tier 3
5896,Super built-up  Area,Not Ready,Hosa Road,1161,2,1,55.15,2,107.860383,67492.57,625.7401293,Tier 3
7948,Super built-up  Area,Not Ready,Hosa Road,1161,2,1,55.15,2,107.860383,67492.57,625.7401293,Tier 3
11635,Super built-up  Area,Not Ready,Hosa Road,1161,2,1,55.15,2,107.860383,67492.57,625.7401293,Tier 3
12642,Super built-up  Area,Not Ready,Hosa Road,1161,2,1,48.75,2,107.860383,59660.25,553.1247743,Tier 3
9734,Super built-up  Area,Not Ready,Koramangala,1161,2,1,63.85,2,107.860383,78139.63,724.4516274,Tier 2
1685,Built-up  Area,Not Ready,"Off Sarjapur Road, ",1161,2,1,59,2,107.860383,72204.2,669.4228037,Tier 3
7270,Super built-up  Area,Not Ready,Thirumenahalli,1161,2,2,36.69,2,107.860383,44901.222,416.2902147,Tier 4
10260,Super built-up  Area,Not Ready,Thirumenahalli,1161,2,3,36.69,2,107.860383,44901.222,416.2902147,Tier 4
5234,Super built-up  Area,Ready To Move,Yeshwanthpur,1161,2,2,64.08,2,107.860383,78421.104,727.0612418,Tier 2
4701,Super built-up  Area,Ready To Move,Budigere,1162,2,1,59.9,2,107.953286,73305.62,679.0494548,Tier 3
5271,Super built-up  Area,Ready To Move,Budigere,1162,2,1,57,2,107.953286,69756.6,646.1739386,Tier 3
9516,Super built-up  Area,Ready To Move,Budigere,1162,2,1,58,2,107.953286,70980.4,657.5103235,Tier 3
11386,Super built-up  Area,Ready To Move,Budigere,1162,2,1,58,2,107.953286,70980.4,657.5103235,Tier 3
11380,Super built-up  Area,Not Ready,Hebbal,1162,2,1,69,2,107.953286,84442.2,782.2105573,Tier 2
12743,Super built-up  Area,Not Ready,Hebbal,1162,2,1,59,2,107.953286,72204.2,668.8467084,Tier 3
12641,Super built-up  Area,Ready To Move,Kudlu,1162,2,1,52,2,107.953286,63637.6,589.4920142,Tier 3
8443,Super built-up  Area,Not Ready,Raja Rajeshwari Nagar,1162,2,0,65,2,107.953286,79547,736.8650177,Tier 2
12821,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1162,2,2,98.77,2,107.953286,120874.726,1119.694735,Tier 1
13071,Super built-up  Area,Ready To Move,Virupakshapura,1162,2,1,48,2,107.953286,58742.4,544.1464746,Tier 4
11940,Super built-up  Area,Ready To Move,Yeshwanthpur,1162,2,2,64.08,2,107.953286,78421.104,726.4355436,Tier 2
1244,Built-up  Area,Ready To Move,Dasanapura,1163,2,1,65,2,108.046189,79547,736.2314278,Tier 2
3251,Plot  Area,Ready To Move,Karuna Nagar,1163,3,2,180,3,108.046189,220284,2038.794723,Tier 1
1749,Built-up  Area,Ready To Move,Neelamangala,1163,2,2,68,2,108.046189,83218.4,770.2113399,Tier 2
9037,Super built-up  Area,Ready To Move,Sarjapur  Road,1163,2,2,62,3,108.046189,75875.6,702.2515158,Tier 2
5677,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1163,2,2,98.86,2,108.046189,120984.868,1119.751369,Tier 1
7196,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1163,2,1,98.86,2,108.046189,120984.868,1119.751369,Tier 1
9155,Super built-up  Area,Ready To Move,Uttarahalli,1163,2,2,68,2,108.046189,83218.4,770.2113399,Tier 2
10409,Super built-up  Area,Ready To Move,Yeshwanthpur,1163,2,2,64.08,2,108.046189,78421.104,725.8109215,Tier 2
490,Built-up  Area,Ready To Move,9th Phase JP Nagar,1164,2,1,56,2,108.139092,68532.8,633.7467675,Tier 3
1963,Built-up  Area,Ready To Move,Kudlu Gate,1164,2,2,75,2,108.139092,91785,848.7679922,Tier 2
11402,Super built-up  Area,Ready To Move,Yeshwanthpur,1164,2,2,64.08,2,108.139092,78421.104,725.1873726,Tier 2
6228,Super built-up  Area,Ready To Move,8th block Koramangala,1165,2,1,135,2,108.231995,165213,1526.470985,Tier 1
11781,Super built-up  Area,Ready To Move,Basavanapura,1165,2,1,65,2,108.231995,79547,734.9675112,Tier 2
8583,Super built-up  Area,Ready To Move,Battarahalli,1165,2,1,43,2,108.231995,52623.4,486.2092767,Tier 4
960,Built-up  Area,Not Ready,Bommasandra Industrial Area,1165,2,1,33.64,2,108.231995,41168.632,380.373955,Tier 4
1117,Built-up  Area,Not Ready,Electronic City,1165,2,1,33.64,2,108.231995,41168.632,380.373955,Tier 4
1633,Built-up  Area,Not Ready,Electronic City,1165,2,1,33.64,2,108.231995,41168.632,380.373955,Tier 4
2209,Built-up  Area,Not Ready,Electronic City,1165,2,1,33.65,2,108.231995,41180.87,380.487027,Tier 4
1124,Built-up  Area,Not Ready,Electronic City Phase II,1165,2,1,30.29,2,108.231995,37068.902,342.4948602,Tier 4
2221,Built-up  Area,Not Ready,Electronic City Phase II,1165,2,1,33.64,2,108.231995,41168.632,380.373955,Tier 4
6413,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,1165,2,2,75,2,108.231995,91785,848.039436,Tier 2
12419,Super built-up  Area,Not Ready,Hennur Road,1165,2,1,67,2,108.231995,81994.6,757.5818962,Tier 2
12813,Super built-up  Area,Not Ready,Hennur Road,1165,2,1,52,2,108.231995,63637.6,587.974009,Tier 3
10768,Super built-up  Area,Ready To Move,Hormavu,1165,2,1,40,2,108.231995,48952,452.2876992,Tier 4
1032,Built-up  Area,Not Ready,Huskur,1165,2,1,33.64,2,108.231995,41168.632,380.373955,Tier 4
10877,Super built-up  Area,Ready To Move,Judicial Layout,1165,2,1,49.61,2,108.231995,60712.718,560.949819,Tier 3
10859,Super built-up  Area,Ready To Move,Kenchenahalli,1165,2,2,45,2,108.231995,55071,508.8236616,Tier 4
8091,Super built-up  Area,Ready To Move,Konanakunte Cross,1165,2,2,47,2,108.231995,57518.6,531.4380466,Tier 4
